"carat","cut","color","clarity","depth","table","price","x","y","z"
0.44,"Very Good","I","VVS1",60.8,57,926,4.88,4.93,2.98
0.42,"Very Good","F","VVS2",61.6,59,1131,4.83,4.84,2.98
0.31,"Very Good","H","VS1",61.4,61,544,4.33,4.36,2.67
0.55,"Very Good","E","SI1",63.2,58,1381,5.21,5.23,3.3
0.42,"Ideal","G","IF",62.6,53,1289,4.79,4.82,3.01
0.7,"Very Good","H","SI2",63.1,55,1995,5.71,5.66,3.59
0.72,"Ideal","F","SI1",62,55,2737,5.76,5.79,3.58
0.63,"Premium","G","VS2",60.4,58,2391,5.6,5.59,3.38
0.31,"Premium","H","VVS1",61.8,59,786,4.36,4.32,2.68
1.02,"Ideal","E","SI2",61.6,55,4912,6.52,6.46,4
1,"Very Good","D","VS2",61.2,60,6937,6.4,6.42,3.92
0.92,"Premium","E","SI2",61.8,59,3679,6.19,6.11,3.8
0.36,"Ideal","G","VVS1",62.1,56,884,4.58,4.6,2.85
1.07,"Ideal","H","SI2",61,55,4604,6.62,6.65,4.05
0.7,"Very Good","G","SI1",62.8,57,2276,5.62,5.66,3.54
0.32,"Ideal","D","VS2",60.5,56,972,4.48,4.45,2.7
1.57,"Ideal","G","VVS2",62.3,56,15144,7.48,7.41,4.64
0.35,"Ideal","F","VS2",61.4,54,906,4.58,4.54,2.8
0.41,"Premium","E","VS1",61.9,59,1153,4.8,4.77,2.96
0.71,"Very Good","G","SI1",62.9,56,2184,5.68,5.73,3.59
0.33,"Ideal","G","VVS1",60.9,57,838,4.49,4.51,2.74
0.3,"Ideal","D","VS2",60.8,57,911,4.34,4.31,2.63
1,"Very Good","H","VS2",59.7,59,5046,6.52,6.57,3.91
0.75,"Premium","F","VS2",61.6,58,3013,5.84,5.89,3.61
0.82,"Ideal","G","SI2",61,55,2165,6.04,5.99,3.67
0.3,"Very Good","E","VS2",61.6,54,600,4.29,4.32,2.65
0.38,"Ideal","F","VVS1",61.9,55,1096,4.67,4.7,2.9
1.07,"Premium","D","VS2",62.4,57,7550,6.59,6.51,4.09
1.11,"Premium","I","VS2",58.3,60,4744,6.84,6.78,3.97
0.9,"Premium","H","VS2",62,57,4082,6.16,6.1,3.8
0.55,"Premium","G","VS2",60.3,62,1556,5.33,5.29,3.2
0.7,"Good","F","I1",63.8,60,1134,5.64,5.45,3.54
0.71,"Ideal","J","VS2",62,56,2052,5.7,5.75,3.55
0.4,"Premium","F","VS1",60.3,60,1050,4.81,4.77,2.89
1.01,"Ideal","J","VS2",62.3,55,4425,6.4,6.44,4
0.5,"Very Good","H","VS1",62.5,58,1410,5.04,5.1,3.17
0.5,"Fair","E","VS2",65,58,1188,4.96,4.92,3.21
1.58,"Ideal","E","VS1",62.6,56,18057,7.44,7.41,4.65
0.38,"Premium","I","VS2",60.2,58,633,4.69,4.75,2.84
0.31,"Premium","H","IF",61,58,1046,4.38,4.34,2.66
0.45,"Good","H","VVS1",56.8,64,1180,5.08,4.99,2.86
0.7,"Good","I","VS2",57.1,61,2010,5.9,5.93,3.38
0.3,"Ideal","G","SI1",62.3,54,469,4.29,4.32,2.68
1.01,"Premium","I","SI1",61.8,59,4242,6.44,6.37,3.96
1.42,"Ideal","H","SI2",62.2,56,7475,7.21,7.16,4.47
0.72,"Premium","J","SI1",60.9,57,1579,5.84,5.78,3.54
1.5,"Premium","H","VS1",62.1,59,11088,7.27,7.31,4.53
0.51,"Ideal","F","VVS1",61.7,57,2163,5.12,5.15,3.17
0.34,"Ideal","H","VS2",61.7,57,537,4.46,4.48,2.76
1.03,"Premium","I","SI1",61.6,59,4441,6.49,6.46,3.99
0.36,"Very Good","F","VS2",63.1,57,708,4.53,4.51,2.85
0.7,"Premium","D","VS1",62.5,60,3471,5.62,5.67,3.53
0.57,"Premium","D","SI1",61.1,56,1847,5.38,5.33,3.27
1.59,"Premium","I","VS2",62.9,56,10471,7.48,7.43,4.69
1.01,"Very Good","I","SI1",63.1,58,3563,6.38,6.33,4.01
0.77,"Premium","F","SI1",60,61,2745,5.97,5.93,3.57
0.77,"Very Good","F","SI1",59.6,60,3044,5.95,5.97,3.55
0.51,"Ideal","F","VS1",60.9,56,2085,5.17,5.2,3.16
1.21,"Good","H","VS1",63.3,58,6748,6.72,6.77,4.27
1.5,"Premium","E","VS2",61.9,57,14745,7.38,7.31,4.55
1.13,"Very Good","H","SI2",62.7,55,4661,6.61,6.69,4.17
1.03,"Premium","F","SI1",60.9,60,4579,6.52,6.45,3.95
0.41,"Premium","F","VVS2",62.4,58,1115,4.7,4.76,2.95
2.51,"Premium","I","SI2",62.3,57,18255,8.76,8.69,5.44
0.7,"Ideal","E","SI1",61.6,56,3330,5.7,5.72,3.52
0.34,"Good","H","SI1",63.7,57,628,4.45,4.44,2.83
0.58,"Premium","G","VS1",61.5,58,1984,5.41,5.35,3.31
0.58,"Ideal","G","VS1",61.5,55,1911,5.36,5.41,3.31
1.25,"Ideal","H","SI2",61.2,57,5706,6.89,6.93,4.23
1.7,"Ideal","I","SI1",62.9,57,9901,7.57,7.5,4.74
1.57,"Premium","I","VS2",62.6,58,9847,7.4,7.36,4.62
1.43,"Very Good","D","SI1",63.5,56,9450,7.24,7.09,4.55
1.13,"Premium","G","VS2",62.7,57,6379,6.67,6.61,4.16
2,"Ideal","I","SI2",61.1,59,13921,8.07,8.11,4.94
0.31,"Premium","I","VS2",59.9,60,435,4.41,4.44,2.65
0.39,"Premium","G","VVS1",60.4,59,1170,4.75,4.72,2.86
0.96,"Very Good","I","SI2",62.7,58,3286,6.2,6.24,3.9
2.06,"Ideal","H","SI2",61.5,56,12119,8.23,8.18,5.04
0.6,"Premium","E","VS2",59.3,60,2124,5.51,5.46,3.25
0.8,"Premium","F","SI1",61.5,60,2890,5.97,5.94,3.66
2.01,"Very Good","I","SI2",60.9,60,13488,8,8.15,4.92
0.51,"Ideal","E","SI1",61.1,56,1443,5.2,5.17,3.17
2.02,"Premium","I","VS1",61.2,59,17153,8.13,8.05,4.95
0.95,"Very Good","H","SI2",59,59,3335,6.38,6.51,3.77
0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96
0.32,"Premium","H","VS1",61.7,61,720,4.43,4.38,2.72
1.2,"Very Good","I","VS2",62.1,60,5986,6.78,6.72,4.19
0.6,"Premium","D","SI2",62.3,59,1449,5.41,5.31,3.34
0.27,"Ideal","E","VS1",60.5,56,577,4.21,4.22,2.55
2.52,"Premium","I","SI1",58.5,59,18252,8.9,8.87,5.2
0.3,"Very Good","E","VS1",61.7,56,755,4.3,4.33,2.66
0.9,"Fair","I","VS2",65.4,60,3246,6.03,5.96,3.93
1,"Fair","H","VS1",64.6,59,5242,6.3,6.26,4.06
0.25,"Very Good","F","VS1",61.2,59,435,4.02,4.05,2.47
1.5,"Premium","D","VS2",60.2,59,15052,7.48,7.36,4.47
1.5,"Premium","I","SI2",62.8,57,7715,7.34,7.25,4.58
0.3,"Ideal","F","VVS1",61.1,55,1041,4.36,4.38,2.67
0.31,"Ideal","G","VVS2",61.7,54,907,4.38,4.34,2.69
0.7,"Very Good","I","VS1",62.7,58,2288,5.61,5.65,3.53
0.8,"Ideal","G","SI2",61.6,56,2856,5.97,6.01,3.69
1.01,"Good","I","SI2",64.1,58,3411,6.31,6.26,4.03
1.08,"Very Good","E","SI2",59.8,59,4415,6.65,6.73,4
0.43,"Very Good","F","VS2",61.2,59,905,4.84,4.87,2.97
0.91,"Very Good","F","SI1",59.7,55,4279,6.33,6.36,3.79
0.33,"Good","D","VS2",63.5,56,625,4.36,4.4,2.78
0.33,"Premium","H","VS1",60.2,62,743,4.47,4.44,2.68
0.35,"Ideal","F","VS2",62.2,55,906,4.53,4.48,2.8
0.45,"Ideal","G","VVS2",61.2,56,1213,4.96,4.91,3.02
2,"Fair","H","SI2",65.3,55,10752,7.88,7.79,5.12
1.01,"Good","H","SI1",63.3,58,4559,6.37,6.4,4.04
0.42,"Ideal","G","VS1",62.7,54,921,4.8,4.83,3.02
0.32,"Ideal","G","IF",62.4,55,1020,4.42,4.4,2.75
0.3,"Fair","D","VVS2",65.2,59,772,4.2,4.18,2.73
1,"Good","H","SI2",62.7,58,4125,6.31,6.33,3.96
0.28,"Very Good","E","VVS2",59.8,57,642,4.28,4.32,2.57
2.22,"Premium","J","VS1",60,60,18706,8.49,8.43,5.08
1.05,"Premium","F","SI1",61.6,57,5557,6.56,6.53,4.03
0.38,"Ideal","E","IF",61.4,55,1402,4.68,4.74,2.89
1.04,"Ideal","H","SI1",61.3,55,3984,6.49,6.44,3.96
0.9,"Very Good","D","SI1",59.5,57,4419,6.19,6.34,3.73
0.5,"Good","E","SI1",64,57,1155,5.04,4.99,3.21
1.5,"Premium","E","SI2",61,58,9450,7.35,7.3,4.47
0.31,"Ideal","F","VVS2",61.7,55,700,4.33,4.36,2.68
0.33,"Ideal","G","SI2",61.9,56,434,4.41,4.45,2.74
0.35,"Ideal","F","SI1",62.2,56,583,4.48,4.52,2.8
1,"Fair","H","VS1",57.4,68,4368,6.52,6.47,3.73
0.72,"Very Good","I","VS1",64,56,2048,5.65,5.73,3.65
0.34,"Premium","H","VS2",60.2,60,689,4.56,4.51,2.73
0.7,"Ideal","E","VS1",61.2,56,4000,5.72,5.75,3.51
0.3,"Ideal","D","SI1",61,57,552,4.29,4.33,2.63
1.3,"Ideal","G","VS2",62.3,55,9540,7,6.93,4.34
0.32,"Ideal","E","VS1",61.8,55,972,4.43,4.4,2.73
0.31,"Premium","F","IF",61.9,58,977,4.39,4.36,2.71
2.26,"Very Good","H","SI2",63.3,59,13923,8.35,8.26,5.25
0.52,"Ideal","D","VVS1",60.9,56,3321,5.2,5.24,3.18
0.56,"Ideal","D","VS1",62.5,56,2292,5.26,5.3,3.3
2.03,"Premium","I","SI1",61.2,58,16787,8.21,8.16,5.01
0.3,"Very Good","H","VVS1",62.8,56,655,4.26,4.28,2.68
1.2,"Premium","I","SI2",60,58,5080,6.93,6.91,4.15
1.13,"Ideal","I","VS1",61.6,54,5813,6.72,6.74,4.15
0.56,"Ideal","G","VVS1",61.7,57,1993,5.29,5.31,3.27
1.17,"Very Good","I","SI1",62.6,58,4826,6.64,6.71,4.18
1.2,"Ideal","G","VS1",62.4,57.1,8698,6.72,6.79,4.23
1.51,"Fair","H","SI1",66.5,56,8010,7.03,6.99,4.66
1.52,"Premium","G","VVS1",60.4,59,15959,7.38,7.48,4.49
1.01,"Premium","H","SI1",61.9,57,4949,6.49,6.4,3.99
0.3,"Premium","E","VS1",61.4,59,814,4.32,4.28,2.64
0.56,"Ideal","F","VS1",61.7,54,2016,5.34,5.3,3.28
0.32,"Good","I","SI1",63.1,56,432,4.36,4.39,2.76
0.23,"Very Good","E","VVS2",62.1,62,485,3.91,3.95,2.44
0.7,"Ideal","H","VS2",63,55,2536,5.7,5.67,3.58
1.02,"Good","G","SI2",59.9,58,4159,6.48,6.55,3.9
0.42,"Premium","H","VVS1",60.9,62,1096,4.86,4.8,2.94
1.17,"Ideal","F","VS2",61.8,55,8072,6.81,6.74,4.19
0.3,"Ideal","E","VVS2",62.4,54,742,4.31,4.34,2.7
1.51,"Very Good","J","VS1",63.5,60,7991,7.29,7.23,4.61
0.57,"Ideal","F","VVS2",62.1,56,2339,5.31,5.35,3.31
1.21,"Premium","J","VVS2",60.8,60,5572,6.86,6.88,4.18
1.61,"Premium","J","VS2",61.7,59,7844,7.51,7.46,4.62
0.74,"Very Good","I","VS1",62.3,60,2491,5.78,5.8,3.61
0.55,"Premium","G","VS2",62.3,56,1668,5.29,5.24,3.28
1.01,"Ideal","H","SI1",61.9,58,4767,6.42,6.48,3.99
0.7,"Premium","D","SI1",58.2,60,2705,5.79,5.75,3.36
0.32,"Very Good","D","SI1",60,56,644,4.5,4.53,2.71
0.41,"Ideal","G","IF",61,57,1431,4.81,4.79,2.93
0.51,"Premium","D","VS2",62,59,1807,5.12,5.08,3.16
0.51,"Ideal","G","VVS2",61.2,55,1974,5.18,5.15,3.16
0.31,"Ideal","I","VS1",62.5,53.4,502,4.31,4.34,2.7
0.55,"Ideal","F","VS2",61.4,57,2026,5.26,5.3,3.24
1.53,"Ideal","I","VS2",61.8,57,9853,7.44,7.39,4.58
0.5,"Very Good","F","SI2",62.4,56,1147,5.08,5.12,3.18
0.53,"Ideal","I","VS2",62,55,1236,5.16,5.19,3.21
0.51,"Ideal","D","SI1",62.9,57,1574,5.12,5.09,3.21
2.09,"Premium","J","SI1",62.2,59,13864,8.23,8.16,5.1
1.16,"Ideal","G","VS2",60.7,58,7128,6.86,6.81,4.15
0.36,"Ideal","F","VVS1",61,55,1028,4.6,4.62,2.81
2.14,"Very Good","I","VS2",62.8,59,15931,8.16,8.21,5.14
1.5,"Premium","G","VS1",61.2,59,14234,7.36,7.32,4.49
1.51,"Very Good","H","VS1",61.8,59,11161,7.27,7.32,4.51
1.06,"Ideal","G","VS1",61.7,55,8093,6.53,6.56,4.04
1,"Premium","H","SI2",59.1,62,3640,6.5,6.47,3.83
0.27,"Very Good","E","VS1",63.8,60,407,4.03,4.09,2.59
0.74,"Very Good","F","VVS2",61.5,55.1,3948,5.82,5.85,3.59
0.5,"Ideal","H","VS1",61.4,54,1370,5.13,5.16,3.16
0.93,"Premium","F","SI1",62.5,58,4081,6.19,6.22,3.88
0.35,"Ideal","E","SI1",61.2,57,614,4.52,4.56,2.78
0.51,"Ideal","F","VS1",61.7,55,2085,5.14,5.17,3.18
0.31,"Premium","G","VS1",59.9,59,617,4.44,4.41,2.65
2.06,"Premium","I","VS1",58.4,55,15393,8.42,8.35,4.9
1.11,"Premium","H","SI1",58.4,60,4842,6.87,6.83,4
0.26,"Ideal","I","VS1",62.5,53,417,4.08,4.11,2.56
0.52,"Ideal","D","VS2",61.8,55,1919,5.19,5.16,3.2
0.77,"Premium","E","SI1",61.7,58,2988,5.86,5.9,3.63
0.54,"Ideal","I","IF",60.8,56,1669,5.28,5.37,3.24
0.71,"Very Good","F","VS2",63,54,3323,5.7,5.72,3.6
1.5,"Very Good","H","SI2",62,63,7291,7.28,7.24,4.5
0.96,"Ideal","F","VS1",61.2,56,5767,6.34,6.38,3.89
0.33,"Ideal","E","VS2",60.6,55,723,4.48,4.5,2.72
1.54,"Fair","E","SI1",64.7,56,12581,7.28,7.22,4.69
1.55,"Premium","H","VS2",60.4,60,11149,7.44,7.39,4.48
0.7,"Very Good","D","VVS2",62.3,56,3622,5.66,5.7,3.54
0.35,"Ideal","F","SI1",62.5,54,748,4.52,4.5,2.82
1.53,"Very Good","H","SI2",61.4,60,7991,7.36,7.43,4.54
0.51,"Very Good","E","SI1",63.1,56,1305,5.07,5.1,3.21
0.8,"Premium","D","SI1",62.7,59,3312,5.89,5.85,3.68
0.33,"Premium","G","VS2",61.4,60,743,4.45,4.41,2.72
0.42,"Premium","G","VS1",62.5,59,984,4.79,4.72,2.97
0.42,"Premium","G","VS1",60.8,59,921,4.79,4.85,2.93
1.02,"Very Good","G","SI1",62,57,4633,6.41,6.5,4
0.31,"Premium","H","VS2",62.2,59,628,4.38,4.34,2.71
0.5,"Fair","E","SI2",64.7,57,945,4.98,4.88,3.19
1.03,"Ideal","G","VS1",61.2,57,7391,6.5,6.54,3.99
1.21,"Ideal","H","VVS2",61.1,56,9290,6.85,6.89,4.2
0.31,"Ideal","G","IF",61.3,57,891,4.39,4.42,2.7
0.32,"Ideal","E","VS2",61.7,55,900,4.42,4.36,2.71
1.51,"Fair","G","I1",65.6,54,4167,7.28,7.1,4.72
0.32,"Ideal","G","IF",61.8,55,1020,4.43,4.41,2.73
0.7,"Very Good","D","SI2",60.9,60,1990,5.68,5.72,3.47
0.4,"Good","G","SI1",63.4,58,655,4.66,4.71,2.97
0.53,"Very Good","G","SI1",61.6,57,1336,5.18,5.21,3.2
0.38,"Ideal","E","SI2",62.1,54.1,628,4.64,4.69,2.9
0.72,"Very Good","F","SI2",63.1,58,2246,5.69,5.63,3.57
0.41,"Very Good","E","VS1",62,57,1079,4.74,4.77,2.95
1.02,"Ideal","E","SI1",62.2,54.7,5840,6.44,6.47,4.01
0.59,"Ideal","G","SI1",63.4,56,1376,5.36,5.29,3.38
1.21,"Premium","G","VS2",62.2,58,7320,6.78,6.88,4.25
0.33,"Ideal","G","VS1",62.1,54,666,4.45,4.47,2.77
0.31,"Premium","G","VVS2",60.5,58,907,4.43,4.39,2.67
0.34,"Ideal","E","VVS1",61.8,55,1107,4.49,4.5,2.78
1.06,"Very Good","E","SI2",61.7,62,4570,6.5,6.54,4.02
0.31,"Ideal","E","VS2",61.5,56,872,4.37,4.34,2.68
0.3,"Premium","D","VVS2",62.4,58,965,4.3,4.26,2.67
0.71,"Ideal","G","SI1",62.5,57,2604,5.67,5.69,3.55
0.41,"Premium","G","VVS2",61.6,58,1007,4.74,4.8,2.94
0.9,"Ideal","G","SI2",62.7,55,3428,6.11,6.17,3.85
0.71,"Fair","G","SI2",65.6,61,1994,5.46,5.37,3.55
0.31,"Ideal","I","IF",61.3,57,652,4.34,4.4,2.68
0.57,"Very Good","E","SI1",62.1,58,1397,5.28,5.32,3.29
0.51,"Ideal","I","SI1",61.9,54,1000,5.12,5.15,3.18
1.2,"Premium","H","SI1",62.9,56,6129,6.8,6.74,4.26
1.27,"Very Good","F","VS2",60.7,61,8928,6.97,7.01,4.24
0.7,"Very Good","I","SI2",60.9,59,1603,5.7,5.76,3.49
0.59,"Ideal","D","SI1",61.4,55,1783,5.41,5.43,3.33
0.33,"Ideal","G","VS2",61.2,55,743,4.52,4.46,2.75
0.75,"Ideal","H","SI1",61.9,56,3011,5.81,5.85,3.61
0.96,"Fair","F","I1",62.9,66,1917,6.29,6.07,3.91
1.42,"Very Good","E","SI1",61.1,62,9278,7.17,7.2,4.39
0.31,"Ideal","G","VVS1",61.5,55,789,4.39,4.42,2.71
0.38,"Ideal","G","VS1",60.8,56,833,4.66,4.71,2.85
0.39,"Ideal","G","VVS1",61.8,54.4,1008,4.69,4.73,2.92
1.26,"Very Good","G","VVS2",62.1,58,9158,6.92,6.83,4.27
1.01,"Good","G","VS2",63.7,56,5701,6.4,6.32,4.05
1.01,"Ideal","G","VS2",61.6,57,6271,6.44,6.41,3.96
0.35,"Very Good","G","VVS2",62.2,58,798,4.49,4.54,2.81
2.07,"Ideal","I","SI1",61.2,57,14857,8.12,8.23,5
0.3,"Very Good","G","VVS2",59.7,63,819,4.37,4.34,2.6
0.32,"Ideal","G","VS1",61.6,56,645,4.38,4.42,2.71
0.31,"Premium","G","VVS2",62.9,58,907,4.3,4.28,2.7
1.54,"Ideal","H","VVS2",62.6,56,12061,7.35,7.42,4.62
0.54,"Ideal","E","VS2",61.9,57,1754,5.2,5.23,3.23
1.01,"Very Good","G","SI2",62,58,3682,6.41,6.46,3.99
0.92,"Very Good","E","SI1",63.2,58,4183,6.18,6.16,3.9
1.51,"Fair","I","VS2",64.8,60,8879,7.18,7.1,4.63
0.52,"Premium","I","VVS1",60.1,58,1733,5.26,5.23,3.15
