"carat","cut","color","clarity","depth","table","price","x","y","z"
0.44,"Premium","I","VS1",62.8,56,1040,4.88,4.83,3.05
0.4,"Ideal","D","VS2",60.4,56,1050,4.77,4.73,2.87
1.05,"Ideal","F","SI1",61.8,57,4816,6.54,6.51,4.03
0.9,"Fair","H","VS1",65.9,60,3500,5.99,5.96,3.94
0.38,"Ideal","F","VS2",62,56,800,4.63,4.66,2.88
0.7,"Premium","H","SI2",61.7,58,1982,5.72,5.69,3.52
0.31,"Ideal","H","VS2",62.2,55,628,4.37,4.35,2.71
0.51,"Very Good","H","VS1",62.5,58,1343,5.09,5.12,3.19
1.7,"Premium","F","SI2",60.5,59,11228,7.77,7.73,4.69
0.26,"Ideal","D","VS1",62,55,452,4.1,4.12,2.55
1.41,"Premium","H","SI2",59.1,57,7106,7.41,7.34,4.36
0.71,"Premium","G","VS2",61.9,62,2694,5.72,5.69,3.53
1.11,"Ideal","H","VVS2",61.2,56,7136,6.74,6.7,4.11
1.02,"Very Good","H","SI1",62.8,59,4348,6.33,6.38,3.99
0.31,"Good","D","SI1",63.1,57,571,4.3,4.32,2.72
0.57,"Ideal","E","VVS2",62,57,2447,5.29,5.33,3.29
0.35,"Ideal","D","SI1",61.6,55,644,4.53,4.56,2.8
2.06,"Premium","I","SI1",61,58,15517,8.24,8.19,5.01
1.19,"Premium","H","SI1",62.7,56,5802,6.76,6.7,4.22
1.53,"Very Good","F","VS1",63.2,58,11379,7.33,7.3,4.62
0.72,"Ideal","E","SI1",61.3,56,2731,5.77,5.81,3.55
0.7,"Ideal","E","VS2",60.7,58,2762,5.73,5.76,3.49
0.42,"Good","F","SI1",63.1,56,722,4.79,4.82,3.03
1.22,"Premium","G","SI2",60.2,58,5534,6.92,6.9,4.16
0.34,"Ideal","H","IF",61.9,53,863,4.5,4.52,2.79
1.02,"Good","G","VVS2",63.1,59,7800,6.38,6.45,4.05
1.09,"Ideal","E","SI1",61.1,55,6043,6.7,6.66,4.08
0.5,"Good","F","SI1",64.3,57,975,5.03,4.94,3.21
0.34,"Ideal","G","SI1",61.8,54.4,531,4.49,4.52,2.79
0.66,"Very Good","E","VS2",63.3,56.3,2443,5.47,5.55,3.48
0.37,"Ideal","H","SI1",61.1,55,552,4.64,4.69,2.85
0.57,"Ideal","F","VVS2",61.5,57,2360,5.36,5.31,3.28
0.34,"Ideal","I","SI1",60.2,57,589,4.54,4.5,2.72
1,"Very Good","G","VVS1",60.7,58,7945,6.46,6.53,3.94
0.71,"Premium","I","SI2",60.3,58,1821,5.72,5.78,3.47
0.32,"Very Good","H","VVS2",61,58,645,4.41,4.44,2.7
0.34,"Ideal","I","SI1",61.9,57,589,4.52,4.49,2.79
0.3,"Ideal","F","IF",61.1,57,1013,4.39,4.35,2.67
1.33,"Premium","I","VS1",61.5,58,6963,7.02,7.06,4.33
1.62,"Ideal","F","SI1",62.5,55,12857,7.56,7.52,4.71
0.72,"Very Good","G","SI1",62.8,60,2396,5.78,5.68,3.6
0.9,"Ideal","F","SI1",61.8,58,4795,6.21,6.24,3.85
1.11,"Good","I","VS2",63.6,58,5054,6.57,6.52,4.16
0.72,"Very Good","I","VS1",64,56,2048,5.65,5.73,3.65
1.22,"Very Good","H","SI2",62.9,59,5233,6.66,6.76,4.22
2.01,"Premium","H","VS2",61.6,61,17191,8.14,8.07,4.99
1.09,"Ideal","F","SI1",62.5,57,5527,6.59,6.54,4.1
0.23,"Very Good","F","VS2",59.4,57,402,4.06,4.09,2.42
0.91,"Premium","G","SI1",62.8,58,3975,6.18,6.15,3.87
0.9,"Fair","G","SI1",65.6,56,3145,6.1,6.03,3.98
1.51,"Good","I","VS1",64,60,8975,7.1,7.19,4.57
1.14,"Premium","G","VS2",61.9,58,6256,6.72,6.68,4.15
0.43,"Premium","D","VVS1",59.6,58,1584,4.89,4.94,2.93
0.33,"Premium","D","SI2",62.1,58,631,4.43,4.4,2.74
0.4,"Premium","G","SI2",61.9,61,765,4.74,4.69,2.92
0.31,"Premium","G","VVS1",59.8,62,977,4.41,4.35,2.62
0.31,"Ideal","E","VS1",61.3,55,692,4.36,4.38,2.68
0.91,"Very Good","F","VS2",63.4,55,4434,6.22,6.18,3.93
1.01,"Premium","H","SI2",59.6,60,3732,6.55,6.5,3.89
1.34,"Premium","D","SI2",61.5,58,7305,7.04,7.07,4.34
1.09,"Ideal","F","VS2",60.9,54,7385,6.66,6.73,4.08
0.73,"Ideal","G","VS2",61.7,56,3154,5.79,5.81,3.58
0.91,"Very Good","D","SI1",62,60,4444,6.12,6.2,3.82
0.33,"Ideal","G","VVS2",62.5,54,965,4.45,4.41,2.77
1.3,"Ideal","I","VS1",62.1,57,6806,6.98,7.04,4.35
0.33,"Ideal","E","VVS1",61.2,55,1174,4.48,4.51,2.75
0.63,"Premium","F","SI1",59.1,57,1736,5.64,5.6,3.32
0.96,"Good","G","SI1",57.6,59,4234,6.53,6.56,3.77
1.22,"Ideal","E","SI1",61.7,56,7215,6.92,6.88,4.26
0.53,"Ideal","D","VS2",60.2,57,1956,5.26,5.24,3.16
0.41,"Ideal","G","VVS1",62,56,1230,4.8,4.78,2.97
0.4,"Premium","D","SI1",60.9,60,884,4.78,4.74,2.9
0.32,"Premium","F","VS2",59.4,58,828,4.48,4.44,2.65
1.06,"Ideal","F","VS2",61,57,7075,6.57,6.6,4.02
0.36,"Ideal","E","VS2",61.2,56,1013,4.62,4.6,2.82
0.27,"Very Good","E","VVS2",61.8,59,586,4.14,4.18,2.57
1.03,"Premium","D","SI2",62.5,54,4764,6.5,6.42,4.04
2,"Premium","G","SI1",59,62,14918,6.16,6.15,4.82
0.29,"Premium","E","VVS1",60.9,61,807,4.27,4.23,2.59
0.54,"Ideal","H","VS1",61.5,56,1381,5.22,5.25,3.22
1.2,"Ideal","H","VS2",62.2,55,6956,6.76,6.85,4.23
0.42,"Premium","E","SI1",62,58,722,4.82,4.85,3
0.31,"Ideal","E","VS1",61.3,54,664,4.37,4.4,2.69
0.54,"Very Good","D","VS1",62.1,59,2004,5.18,5.19,3.22
0.33,"Ideal","F","VS1",61.2,57,738,4.46,4.49,2.74
0.23,"Very Good","E","VS2",62.5,59,373,3.91,3.96,2.46
0.87,"Ideal","G","I1",61.5,57,1827,6.09,6.04,3.73
1.02,"Premium","G","VS2",61.5,59,5346,6.45,6.4,3.95
0.29,"Very Good","H","VS1",62.2,56,444,4.24,4.27,2.64
1.71,"Ideal","J","VS1",61.6,57,10821,7.67,7.62,4.71
0.31,"Very Good","E","IF",58.1,60,987,4.45,4.5,2.6
0.9,"Fair","F","VS1",65.7,59,3750,5.96,5.92,3.9
0.26,"Ideal","H","VVS2",62.5,54,508,4.11,4.14,2.58
0.9,"Very Good","H","VS2",61.2,61,3878,6.14,6.21,3.78
1.06,"Ideal","E","IF",62,57,13344,6.49,6.54,4.04
0.81,"Very Good","J","SI1",63.1,59,2482,5.88,5.91,3.72
0.5,"Premium","E","SI1",62.6,56,1314,5.07,5.06,3.17
0.8,"Premium","E","SI2",59.9,58,2939,6.03,5.96,3.59
5.01,"Fair","J","I1",65.5,59,18018,10.74,10.54,6.98
1.02,"Premium","H","VS2",61.8,58,5241,6.49,6.43,3.99
0.38,"Ideal","I","SI1",61.5,56,668,4.67,4.7,2.88
1.37,"Ideal","H","VVS2",61.3,56,9621,7.13,7.2,4.39
1.75,"Premium","J","VS1",62.2,59,10429,7.7,7.74,4.8
0.79,"Very Good","F","SI1",62.9,57,3519,5.86,5.94,3.71
0.8,"Ideal","I","VS1",62.6,54,2842,5.92,5.96,3.72
0.72,"Ideal","I","VS1",60.4,56,3005,5.8,5.86,3.52
1.07,"Premium","I","SI1",60.7,61,4314,6.6,6.55,3.99
0.42,"Ideal","G","VS2",60.8,57,1087,4.85,4.82,2.94
1.51,"Premium","H","VS2",62.3,59,11435,7.28,7.32,4.55
1.11,"Ideal","H","SI2",60.9,56,4600,6.71,6.73,4.09
0.91,"Good","F","SI1",58,57,4067,6.36,6.47,3.72
1,"Good","D","I1",57.8,62,2657,6.51,6.47,3.75
0.57,"Ideal","H","VS2",60.2,59,1573,5.35,5.38,3.23
0.65,"Very Good","G","SI1",62,58,1828,5.5,5.58,3.43
0.77,"Ideal","J","VS2",61.4,55,2159,5.9,5.95,3.64
0.52,"Ideal","E","SI1",63,54,1429,5.15,5.11,3.23
0.31,"Ideal","F","IF",62.2,56,1046,4.34,4.31,2.69
1.18,"Premium","G","VS2",61.5,58,9516,6.87,6.79,4.2
0.81,"Premium","J","SI1",61.4,60,1917,5.98,5.94,3.66
0.37,"Premium","E","SI1",59.9,59,833,4.7,4.68,2.81
0.96,"Very Good","D","SI1",59.9,58,5548,6.4,6.46,3.85
0.3,"Premium","E","VS2",62.6,58,844,4.28,4.25,2.67
0.42,"Ideal","G","VS1",61.8,56,921,4.8,4.84,2.98
1.6,"Premium","E","SI1",61.2,58,9229,7.59,7.5,4.62
0.33,"Premium","G","VVS2",59.5,60,752,4.52,4.55,2.7
1.02,"Ideal","G","VVS2",61.6,57,8401,6.45,6.47,3.98
1.29,"Ideal","E","VVS2",59.8,59,13530,7.07,7.11,4.24
1.08,"Premium","H","SI1",62.6,58,5078,6.53,6.56,4.1
0.7,"Very Good","E","SI1",59.6,63,2396,5.72,5.65,3.39
1.37,"Ideal","G","VS1",62.2,55,10927,7.09,7.12,4.42
0.71,"Very Good","E","VVS2",60.3,52,3760,5.8,5.87,3.52
0.91,"Premium","G","SI1",61.8,60,3975,6.21,6.18,3.83
0.3,"Ideal","D","SI1",61.4,56,552,4.32,4.35,2.66
0.3,"Ideal","G","IF",60.9,57,956,4.32,4.29,2.62
0.41,"Very Good","E","SI2",63.5,55,818,4.73,4.69,2.99
0.7,"Ideal","F","VS2",60.8,59,2850,5.69,5.79,3.49
0.33,"Ideal","I","VVS1",61.7,55.7,570,4.43,4.45,2.74
0.53,"Premium","D","VS2",62.4,59,1783,5.14,5.18,3.22
0.32,"Ideal","G","VS1",62.8,54,828,4.41,4.38,2.76
0.3,"Very Good","G","VVS2",61.3,57,684,4.29,4.33,2.64
0.9,"Premium","G","SI2",59.5,61,3326,6.33,6.28,3.75
0.92,"Very Good","G","SI2",62.4,60,3713,6.18,6.22,3.87
1.01,"Very Good","G","VVS2",61.9,58,6257,6.38,6.48,3.98
0.31,"Premium","E","VS2",61.6,59,872,4.35,4.32,2.67
1.01,"Good","G","VS1",64,60,6509,6.29,6.33,4.04
0.38,"Ideal","D","VVS2",61.4,57,1070,4.66,4.72,2.88
0.31,"Good","E","SI1",63.4,55,544,4.31,4.33,2.74
0.31,"Very Good","E","VVS1",61.2,58,890,4.35,4.38,2.67
0.3,"Ideal","E","VVS1",60.6,57,956,4.35,4.33,2.63
0.91,"Very Good","G","SI2",62.8,59,3006,6.09,6.14,3.84
0.38,"Good","E","VVS1",62.4,64,904,4.59,4.61,2.87
0.53,"Ideal","G","VVS1",61.2,55,2005,5.19,5.23,3.19
0.3,"Ideal","H","VVS2",60.4,56,776,4.36,4.32,2.62
0.93,"Good","D","SI2",61.4,63,4165,6.22,6.26,3.83
1.5,"Good","G","VS2",63.8,56,11508,7.2,7.15,4.58
1.04,"Good","G","VS2",61.4,65,5601,6.53,6.47,3.99
1,"Premium","F","VS2",60.7,58,6899,6.45,6.36,3.89
1,"Fair","G","SI1",68.9,56,3833,6.16,6.11,4.23
0.7,"Good","D","VS2",63.2,60,3087,5.56,5.61,3.53
2,"Fair","H","SI1",65.6,58,15762,7.92,7.76,5.15
0.31,"Ideal","H","VVS1",61.5,54,707,4.36,4.39,2.69
0.86,"Very Good","E","VS2",62.3,56,4665,6.05,6.08,3.78
0.43,"Ideal","F","VVS1",62.3,55,1422,4.88,4.85,3.03
0.42,"Ideal","G","VS1",61.9,56,921,4.77,4.82,2.97
0.3,"Ideal","E","VVS2",62.3,54,742,4.31,4.36,2.7
0.3,"Ideal","G","VS1",62.5,57,605,4.29,4.32,2.69
0.41,"Ideal","J","VS2",62.2,54.4,637,4.72,4.75,2.95
0.4,"Ideal","F","VVS1",61.3,56,1263,4.73,4.76,2.91
0.3,"Very Good","E","VS2",61.6,54,600,4.29,4.32,2.65
0.4,"Ideal","G","IF",63.1,54,1239,4.69,4.73,2.97
1.21,"Ideal","H","SI2",62.6,56,5624,6.84,6.77,4.26
1.75,"Premium","D","SI2",60.6,60,13363,7.74,7.78,4.7
0.32,"Ideal","G","SI1",61.4,55,461,4.4,4.46,2.72
1.02,"Good","G","VVS1",63.6,58,8005,6.4,6.37,4.06
0.72,"Ideal","G","SI1",61.4,54,2548,5.79,5.81,3.56
0.33,"Ideal","G","VS1",61.6,57,699,4.46,4.49,2.75
0.42,"Ideal","D","SI1",63,55,970,4.79,4.76,3.01
0.74,"Very Good","I","VVS2",61,59,2550,5.83,5.85,3.56
0.26,"Very Good","G","VVS1",61.8,57,545,4.06,4.1,2.52
0.71,"Premium","H","SI1",62.4,62,2207,5.67,5.64,3.53
0.33,"Ideal","H","VVS2",62.2,56,854,4.46,4.44,2.77
1.29,"Ideal","G","VS2",61.3,57,9243,6.99,7.07,4.31
0.71,"Very Good","F","VS1",61.2,57,3045,5.73,5.77,3.52
1,"Good","F","SI1",63.6,58,4851,6.27,6.31,4
0.39,"Ideal","I","IF",62.3,54,895,4.69,4.71,2.93
1,"Ideal","E","VS2",62.1,57,7569,6.38,6.41,3.97
0.32,"Ideal","E","VVS2",62.3,55,890,4.37,4.4,2.73
0.63,"Ideal","G","SI2",62.8,56.3,1407,5.34,5.54,3.42
0.53,"Very Good","E","VS1",58.5,61,1852,5.28,5.39,3.12
0.33,"Ideal","H","VS1",60.2,57,579,4.5,4.54,2.72
1.24,"Premium","H","VS1",61.2,59,7493,6.94,6.91,4.24
0.32,"Premium","H","VS2",61.7,59,648,4.4,4.35,2.7
0.26,"Very Good","E","VS2",60.4,58,452,4.15,4.19,2.52
1.13,"Ideal","G","VVS1",61.2,57,9049,6.65,6.72,4.09
0.31,"Ideal","D","VVS2",61.6,56,766,4.34,4.38,2.69
0.55,"Premium","D","SI1",60.5,60,1698,5.3,5.27,3.2
0.9,"Very Good","E","SI2",63.4,56,3187,6.15,5.99,3.85
0.37,"Ideal","H","IF",61.8,55,936,4.65,4.67,2.88
0.58,"Ideal","G","VS1",62.6,54,1984,5.34,5.3,3.33
1.13,"Ideal","F","SI2",62.3,57,4778,6.67,6.61,4.14
0.4,"Ideal","I","IF",62.2,56,1050,4.75,4.71,2.94
2.5,"Premium","H","SI2",62.7,59,12071,8.65,8.61,5.41
0.28,"Ideal","D","VS2",61.2,57,487,4.2,4.23,2.58
1.51,"Premium","J","VS2",62.3,59,7553,7.35,7.31,4.57
0.83,"Very Good","H","VS2",61.7,59,3249,5.95,6.02,3.69
0.33,"Very Good","F","VS2",63.2,56,854,4.41,4.39,2.78
0.42,"Ideal","I","VS1",61.7,54,771,4.8,4.82,2.97
0.7,"Very Good","G","SI1",62.8,58,2209,5.64,5.69,3.56
0.8,"Ideal","F","SI1",61,56,3082,6.05,5.98,3.67
0.72,"Good","I","SI1",63.6,59,1909,5.61,5.58,3.56
1,"Good","E","VS2",64.1,54,6315,6.26,6.31,4.03
0.52,"Ideal","D","VS2",62.6,55,1919,5.14,5.12,3.21
1.5,"Very Good","G","VS2",62.1,57,12156,7.21,7.31,4.51
0.51,"Ideal","E","VS1",62.7,56,1758,5.14,5.1,3.21
0.41,"Very Good","E","VVS1",62.9,58,1249,4.72,4.75,2.98
0.9,"Ideal","E","VS1",61.3,57,5335,6.2,6.24,3.81
0.38,"Premium","E","VVS1",61.9,58,1327,4.66,4.62,2.87
0.4,"Good","H","VS2",59.4,64,730,4.75,4.82,2.84
1.13,"Very Good","E","SI1",60.8,58,5086,6.71,6.77,4.1
0.53,"Premium","H","IF",62.5,59,1957,5.15,5.18,3.23
0.37,"Premium","G","VS1",58.4,59,817,4.76,4.69,2.76
0.7,"Good","F","SI1",63.8,58,2121,5.56,5.67,3.58
1.05,"Very Good","G","VS2",60.1,55,6028,6.65,6.73,4.02
0.31,"Ideal","G","IF",61.2,56,891,4.36,4.4,2.68
0.4,"Ideal","F","SI1",61.9,57,694,4.71,4.76,2.93
0.33,"Premium","F","VS2",62.2,58,666,4.43,4.44,2.76
1.23,"Premium","J","VVS2",61.2,57,5768,6.92,6.86,4.22
1.04,"Very Good","D","SI2",58.6,58,4906,6.65,6.72,3.92
0.7,"Fair","G","SI2",61.5,66,1999,5.55,5.6,3.43
1.59,"Ideal","H","SI1",61.5,57,10832,7.53,7.59,4.65
0.3,"Ideal","H","IF",61.5,56,764,4.32,4.33,2.66
0.3,"Ideal","H","VS1",62.9,57,675,4.29,4.26,2.69
1.11,"Ideal","I","SI1",62.3,56,4645,6.59,6.64,4.12
0.5,"Very Good","J","VS2",63.2,60,1059,5.06,5.01,3.18
0.58,"Premium","E","VS2",59.6,59,2192,5.43,5.38,3.22
0.71,"Premium","E","VS2",59.9,58,2711,5.78,5.81,3.47
0.36,"Ideal","J","VS1",61.7,53.7,513,4.58,4.62,2.84
0.73,"Ideal","H","SI1",62.9,56,2269,5.79,5.75,3.63
0.71,"Ideal","E","VS2",61.3,56,3553,5.76,5.79,3.54
0.9,"Good","E","VS2",64.2,59,4315,6.02,6.1,3.89
0.9,"Ideal","J","SI1",62.7,56,3445,6.21,6.16,3.88
1.17,"Premium","G","VS1",60.6,60,7666,6.81,6.79,4.12
1.51,"Premium","E","VS2",62.2,59,14300,7.36,7.31,4.56
0.72,"Very Good","E","VS1",63.1,56,3048,5.7,5.65,3.58
0.71,"Ideal","E","VS2",59.5,57,2982,5.86,5.83,3.48
0.3,"Premium","H","VVS2",60.6,58,776,4.35,4.33,2.63
0.3,"Ideal","H","VS1",62.7,55,675,4.3,4.25,2.68
0.37,"Ideal","J","VS1",62.4,55,624,4.64,4.59,2.88
0.7,"Fair","H","I1",66.5,57,1058,5.51,5.4,3.64
0.31,"Premium","F","SI2",63,58,523,4.36,4.34,2.74
1,"Premium","H","VS2",60.2,62,4514,6.46,6.43,3.88
1.19,"Premium","I","SI2",61.6,56,4438,6.87,6.83,4.22
0.78,"Ideal","F","SI2",60.6,55,2365,5.99,6,3.63
1.03,"Ideal","D","SI1",62.4,57,5653,6.47,6.44,4.03
0.33,"Ideal","D","SI2",62.4,57,492,4.39,4.42,2.75
1.21,"Ideal","I","SI2",60.6,56,5091,6.92,6.94,4.2
0.7,"Fair","G","SI1",68.4,58,1915,5.59,5.55,3.61
1.01,"Fair","J","VS2",65.8,55,3190,6.29,6.24,4.12
0.42,"Premium","F","SI1",60.8,58,773,4.83,4.87,2.95
0.3,"Premium","D","VS1",60.2,59,610,4.39,4.42,2.65
1.27,"Very Good","H","SI1",62.3,58,7125,6.87,6.94,4.3
1.55,"Premium","H","SI2",62,56,7319,7.41,7.37,4.58
0.34,"Premium","H","VVS1",61.2,60,775,4.46,4.5,2.74
1.08,"Ideal","D","SI1",61.3,56,6203,6.63,6.72,4.09
0.32,"Good","D","SI1",63.7,55,589,4.35,4.38,2.78
1.6,"Premium","J","VS1",61.3,59,8870,7.49,7.52,4.6
0.27,"Ideal","E","VVS2",62.1,57,622,4.13,4.15,2.57
0.51,"Very Good","G","VS2",62.7,58,1438,5.09,5.12,3.2
0.9,"Premium","D","SI1",62.8,59,4612,6.18,6.14,3.87
1.25,"Ideal","I","SI2",61.4,55,5395,6.92,6.99,4.27
1.09,"Ideal","E","VS2",61.2,56,7443,6.62,6.67,4.07
1.01,"Ideal","F","VS1",61.7,59,7056,6.44,6.42,3.97
0.36,"Very Good","E","SI1",62.4,55,631,4.52,4.55,2.83
0.57,"Very Good","G","SI1",60.4,58,1273,5.37,5.42,3.26
0.49,"Very Good","H","VVS2",62.3,57,1588,5.02,5.05,3.14
1.06,"Ideal","H","SI1",61.7,56,5188,6.58,6.55,4.05
1.6,"Good","E","SI1",63.6,58,12581,7.44,7.38,4.71
0.35,"Ideal","E","VVS1",61.9,56,967,4.55,4.53,2.81
1.04,"Fair","D","SI2",65.8,58,3780,6.32,6.25,4.13
0.3,"Ideal","E","VS2",62.1,55,658,4.32,4.35,2.69
0.23,"Very Good","E","VVS2",60.9,59,530,3.96,3.99,2.42
0.76,"Ideal","D","VVS2",62.3,57,4223,5.84,5.87,3.65
0.53,"Very Good","D","SI2",62.9,54,1314,5.13,5.17,3.24
1.03,"Premium","G","VS2",62.2,56,5814,6.51,6.48,4.04
0.74,"Very Good","I","VS1",62.3,60,2491,5.78,5.8,3.61
1.04,"Very Good","F","SI1",62.9,54,5525,6.46,6.49,4.07
0.32,"Very Good","E","SI1",59.9,57,584,4.47,4.49,2.68
0.72,"Premium","H","VS2",61.1,58,2318,5.78,5.74,3.52
1.5,"Premium","E","VS1",62.5,58,16023,7.21,7.28,4.53
0.5,"Premium","G","VS1",61,59,1746,5.14,5.09,3.12
0.71,"Premium","H","IF",60.2,61,3384,5.8,5.76,3.48
0.52,"Ideal","D","SI1",61.8,57,1600,5.14,5.19,3.19
1.09,"Premium","G","SI2",59,58,4456,6.78,6.72,3.98
0.9,"Premium","G","VS2",62.9,62,3850,6.06,6.02,3.8
0.3,"Ideal","E","VVS1",61.6,56,838,4.3,4.34,2.66
0.39,"Ideal","F","VS1",62,55,1003,4.66,4.69,2.9
0.72,"Ideal","I","VVS2",62.8,57,2594,5.69,5.74,3.59
0.31,"Premium","I","VS1",62.3,59,489,4.29,4.35,2.69
0.31,"Good","D","SI1",63.4,58,571,4.32,4.35,2.75
0.52,"Very Good","I","SI1",63.3,55,1073,5.13,5.1,3.24
1.07,"Premium","G","SI2",62.1,59,4584,6.54,6.48,4.04
0.3,"Very Good","D","VS1",59.4,60,661,4.34,4.38,2.59
0.5,"Very Good","E","SI1",63.3,58,1415,5.03,4.99,3.17
1.62,"Ideal","E","VS2",61.4,57,16358,7.54,7.58,4.64
0.7,"Good","F","VS2",62.6,61,2591,5.56,5.62,3.5
1.14,"Premium","D","SI2",59.2,61,5047,6.84,6.82,4.04
0.31,"Ideal","F","VS1",62.1,56,872,4.35,4.32,2.69
0.44,"Premium","G","SI1",61.9,59,990,4.87,4.82,3
0.33,"Ideal","I","IF",61.8,55,891,4.47,4.46,2.76
1.44,"Premium","E","I1",61.1,62,5161,7.23,7.15,4.39
0.8,"Ideal","G","SI2",62,56,2517,5.98,5.92,3.69
0.55,"Very Good","E","SI1",58.5,65,1587,5.33,5.38,3.13
0.33,"Ideal","E","VS2",61.6,55,873,4.46,4.5,2.76
1.26,"Very Good","H","VS2",63.1,58,5849,6.91,6.81,4.34
1.7,"Very Good","J","SI1",63.2,57,9253,7.63,7.55,4.8
1.51,"Good","D","SI2",64.1,61,8550,7.14,7.18,4.59
0.51,"Ideal","E","VS2",61.5,57,1781,5.12,5.09,3.14
0.4,"Premium","F","SI1",62.6,59,945,4.74,4.68,2.95
0.53,"Ideal","G","VVS2",62.6,56,1914,5.19,5.16,3.24
0.31,"Ideal","D","VS2",61.8,57,942,4.38,4.36,2.7
0.55,"Ideal","G","VS1",61.5,57,1763,5.23,5.28,3.23
0.44,"Ideal","G","SI1",61.5,57,990,4.88,4.87,3
0.5,"Very Good","E","SI1",63.3,59,1415,5.03,4.99,3.17
1.52,"Good","G","VS1",64,58,13903,7.22,7.18,4.61
0.3,"Very Good","E","VS1",61.5,57,578,4.28,4.31,2.64
2.01,"Very Good","I","VS2",62.5,58,15819,7.97,8.05,5.01
2.28,"Premium","H","SI1",59.3,58,13919,8.6,8.56,5.09
1,"Premium","F","VS2",62.6,60,6468,6.37,6.29,3.96
1.22,"Very Good","H","I1",61.6,56,3663,6.8,6.87,4.21
1.09,"Ideal","F","VS2",60.9,54,7520,6.73,6.66,4.08
1.11,"Very Good","H","SI1",60.8,60,5192,6.62,6.77,4.07
0.4,"Ideal","G","SI2",61.8,56,654,4.75,4.77,2.94
0.62,"Ideal","G","IF",62.2,54,2655,5.46,5.51,3.41
1,"Very Good","I","SI1",63.2,56,4088,6.37,6.31,4.01
0.7,"Ideal","F","VS2",61.6,55,3064,5.72,5.75,3.53
0.52,"Ideal","H","VS1",62,55,1699,5.15,5.19,3.2
0.38,"Very Good","J","VS2",60.5,60,566,4.64,4.68,2.82
1.43,"Fair","E","SI1",65.1,56,7928,7.1,7.03,4.61
0.56,"Very Good","H","SI2",62,63,956,5.26,5.21,3.27
0.72,"Ideal","I","VS2",60.3,57,3391,5.82,5.86,3.52
0.97,"Premium","F","SI2",61.9,58,3993,6.35,6.31,3.92
3.02,"Fair","I","I1",65.2,56,10577,9.11,9.02,5.91
0.43,"Ideal","D","SI1",61.5,56,1064,4.87,4.82,2.98
0.34,"Premium","G","SI1",59.7,59,650,4.54,4.5,2.7
0.31,"Ideal","D","SI1",63,54,732,4.35,4.32,2.73
1.54,"Fair","I","SI2",65,56,6375,7.22,7.14,4.67
0.32,"Premium","F","VS2",61.3,60,828,4.4,4.37,2.69
0.4,"Ideal","J","SI1",61.4,55,612,4.75,4.8,2.93
0.71,"Premium","F","VVS1",60.9,58,3604,5.76,5.8,3.52
2.33,"Very Good","H","SI2",63.2,56,13500,8.44,8.35,5.31
0.53,"Ideal","D","VS2",62.6,56,1956,5.18,5.14,3.23
0.54,"Ideal","H","VS1",61,56,1560,5.25,5.27,3.21
1.09,"Ideal","H","VS2",61.4,57,6419,6.61,6.65,4.07
