"carat","cut","color","clarity","depth","table","price","x","y","z"
1.23,"Premium","F","VS1",61.3,60,9489,6.94,6.9,4.24
0.61,"Ideal","E","VS1",62.2,54,2485,5.43,5.45,3.38
0.56,"Ideal","F","VS2",60.8,57,1619,5.35,5.42,3.28
1.5,"Good","H","SI2",63.8,57,5416,7.21,7.14,4.58
0.24,"Premium","D","VVS1",61.5,60,710,4,3.97,2.45
1.71,"Ideal","I","VS2",61.9,54,12342,7.65,7.75,4.77
0.72,"Premium","H","VS2",61.1,58,2318,5.78,5.74,3.52
0.32,"Ideal","E","VS2",62.1,56,900,4.41,4.38,2.73
0.31,"Ideal","G","VVS1",60.9,55,789,4.4,4.43,2.69
0.72,"Ideal","H","VS1",61.9,56,2585,5.73,5.78,3.56
0.71,"Premium","E","VS2",62,61,3062,5.71,5.65,3.52
0.73,"Very Good","G","VS1",61,60,2708,5.76,5.84,3.54
0.41,"Good","E","SI1",63.3,57,755,4.73,4.75,3
0.43,"Very Good","E","VS1",61.3,56,890,4.85,4.88,2.98
1,"Premium","F","VS2",61.9,59,6521,6.36,6.41,3.95
0.3,"Ideal","D","VS2",61.2,57,670,4.29,4.34,2.64
2.01,"Good","H","VS2",64.1,59,18474,7.91,7.85,5.05
1.1,"Premium","G","VS2",60.2,58,6653,6.75,6.71,4.05
0.36,"Ideal","D","SI1",61.2,57,851,4.63,4.59,2.82
0.52,"Premium","E","SI1",59,59,1303,5.3,5.21,3.1
1.06,"Premium","G","SI2",61.5,58,4571,6.6,6.54,4.04
0.4,"Very Good","E","VS1",60.5,61,1053,4.72,4.74,2.86
0.71,"Ideal","D","SI1",60.2,56,2822,5.86,5.83,3.52
1.01,"Very Good","F","SI1",63.5,58,4632,6.29,6.24,3.98
0.7,"Ideal","F","VS1",62.2,56,2792,5.73,5.68,3.55
1.54,"Ideal","G","SI1",61.5,55,11333,7.4,7.45,4.57
0.91,"Ideal","F","VS2",62.6,55,5261,6.2,6.23,3.89
0.3,"Very Good","J","VS1",61.9,56,394,4.28,4.32,2.66
0.94,"Premium","G","SI1",61.9,57,4106,6.29,6.24,3.88
0.76,"Ideal","G","VS1",61.3,54,3648,5.88,5.94,3.62
0.31,"Ideal","D","VS2",60.7,56,942,4.38,4.35,2.65
0.5,"Ideal","I","VVS2",61.2,56,1367,5.13,5.16,3.15
1.14,"Very Good","F","VVS2",63.3,56,8912,6.56,6.71,4.2
0.36,"Premium","D","SI1",61.4,58,851,4.59,4.56,2.81
1,"Premium","H","SI1",62.2,51,3511,6.47,6.4,4
0.73,"Very Good","E","SI2",59.6,57,2359,5.87,5.91,3.51
1.04,"Very Good","I","I1",61.6,61,2745,6.45,6.47,3.98
1,"Premium","I","SI2",62.5,56,3780,6.38,6.3,3.96
1,"Good","I","VS2",62.6,59,4081,6.28,6.33,3.95
0.34,"Ideal","E","VVS1",62,56,1084,4.52,4.48,2.79
0.77,"Premium","F","SI1",60.8,59,2856,5.92,5.86,3.58
1.01,"Good","D","SI1",63.9,60,5055,6.29,6.32,4.03
0.7,"Good","D","VS2",63.9,58,3087,5.58,5.62,3.58
0.75,"Premium","D","SI1",61.3,59,2484,5.89,5.82,3.59
1.21,"Ideal","H","SI1",62.7,56,4249,6.81,6.78,4.26
0.85,"Ideal","G","SI1",62.1,56,3766,6.05,6.1,3.77
0.75,"Premium","G","SI2",62.7,58,2268,5.82,5.76,3.63
0.61,"Ideal","G","VS1",61.9,56,2167,5.43,5.45,3.37
1.51,"Premium","G","VS2",61.1,58,13828,7.42,7.38,4.45
0.34,"Premium","D","SI1",62.7,59,803,4.45,4.42,2.78
0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
0.72,"Very Good","J","VVS1",61.4,61,2093,5.7,5.77,3.52
0.3,"Ideal","D","VS2",62.6,56,911,4.31,4.28,2.69
0.51,"Ideal","D","VVS2",62,55,2145,5.13,5.16,3.19
0.52,"Good","I","SI1",63.3,55,978,5.1,5.13,3.24
0.44,"Ideal","D","VS2",60.4,56,1155,4.95,4.91,2.98
0.4,"Very Good","G","SI1",58.3,62,636,4.81,4.86,2.82
0.51,"Premium","E","SI1",58.2,61,1340,5.27,5.22,3.05
0.41,"Very Good","H","VS1",62.8,59,827,4.73,4.64,2.94
0.44,"Ideal","E","VS2",61.5,56,1073,4.92,4.9,3.02
0.56,"Very Good","G","VVS2",61.4,57,2010,5.26,5.32,3.25
0.32,"Ideal","D","VS2",61.8,55,842,4.43,4.41,2.73
0.7,"Ideal","D","SI2",60.3,56,2423,5.77,5.73,3.47
0.23,"Very Good","F","VVS2",61.2,55,505,3.97,4.01,2.44
1.24,"Premium","J","I1",61.9,55,2994,6.92,6.85,4.26
1.07,"Ideal","G","SI1",61.7,54,5532,6.59,6.61,4.07
1.01,"Premium","F","SI1",59.8,60,5345,6.57,6.53,3.92
0.6,"Ideal","H","VS1",61.3,55,2250,5.47,5.49,3.36
1.01,"Ideal","E","SI1",61.6,59,5590,6.43,6.4,3.95
1.14,"Ideal","G","IF",59,59,12458,6.81,6.91,4.05
1.73,"Very Good","I","VS1",63.4,58,11843,7.57,7.6,4.81
0.71,"Ideal","H","VS1",61.2,56,2909,5.76,5.81,3.54
0.9,"Premium","H","VS2",62.7,59,4082,6.15,6.1,3.84
0.56,"Ideal","E","VS2",61.9,55,1819,5.29,5.34,3.29
1.21,"Very Good","I","SI2",63.4,62,3964,6.84,6.69,4.31
0.32,"Ideal","E","VS2",62,55,702,4.38,4.46,2.74
2.04,"Ideal","J","SI1",62.6,55,12696,8.08,8.12,5.07
0.92,"Very Good","D","SI1",62,58,5086,6.18,6.21,3.84
2.01,"Fair","G","SI2",63.8,59,14799,7.77,7.87,4.99
0.39,"Premium","G","VS2",60.9,59,1009,4.74,4.69,2.87
0.71,"Fair","I","VS1",57.1,57,2318,5.87,5.9,3.36
1.02,"Premium","I","VS2",59.5,59,4662,6.54,6.5,3.88
0.33,"Ideal","E","VS2",61.2,56,723,4.45,4.47,2.73
0.59,"Ideal","D","SI1",61,57,1816,5.43,5.46,3.32
0.26,"Ideal","E","VVS2",62.2,56,599,4.12,4.15,2.57
0.33,"Very Good","H","VVS2",62.4,60,666,4.39,4.42,2.75
0.4,"Ideal","H","SI1",61.7,56,770,4.72,4.77,2.93
0.33,"Ideal","G","VVS2",60.4,57,761,4.48,4.52,2.72
0.24,"Premium","D","VVS2",59.5,62,668,4.06,4.04,2.41
0.7,"Premium","D","SI2",62.8,61,2348,5.61,5.57,3.51
0.71,"Premium","H","VS2",60.9,58,2363,5.72,5.77,3.5
0.5,"Premium","F","VS2",61.4,59,1736,5.12,5.1,3.14
1.7,"Premium","I","VS2",61.3,59,9330,7.69,7.59,4.68
1.5,"Good","E","SI1",64.1,56,8820,7.21,7.14,4.6
1.51,"Premium","I","VS1",61.1,61,10401,7.37,7.32,4.49
0.9,"Very Good","G","VS2",63.8,58,4400,6.08,6.12,3.89
1.51,"Good","I","SI2",63.6,60,7815,7.23,7.27,4.61
0.31,"Ideal","D","SI1",62.4,53,571,4.33,4.35,2.71
1.23,"Ideal","I","VS1",61.5,56,6435,6.86,6.89,4.23
1.15,"Premium","F","SI2",61.1,57,5120,6.82,6.77,4.15
0.3,"Premium","G","VVS2",62.3,59,878,4.29,4.25,2.66
2.01,"Premium","J","SI1",59.3,62,12369,8.2,8.15,4.85
1.2,"Premium","J","VS2",60.3,59,4715,6.9,6.94,4.17
1,"Good","E","VS2",63.8,58,6272,6.31,6.19,3.99
0.71,"Very Good","E","VS1",63.2,60,3006,5.63,5.6,3.55
0.71,"Good","E","SI2",57.5,58,1783,5.91,5.89,3.39
2.5,"Fair","G","SI2",67,57,14194,8.36,8.29,5.58
0.33,"Ideal","E","VVS1",62.6,58,852,4.36,4.4,2.74
1.13,"Ideal","I","SI2",62,55,5378,6.68,6.7,4.15
0.76,"Good","E","VS2",63.2,56,3249,5.82,5.86,3.69
0.3,"Ideal","G","IF",61.4,57,863,4.3,4.33,2.65
2.01,"Ideal","G","SI1",62.2,56,18741,8.02,7.97,4.97
1.18,"Premium","F","VS1",60.7,55,9648,6.87,6.8,4.15
0.46,"Premium","E","VS2",58.5,61,1173,5.1,5.05,2.97
0.82,"Premium","I","VS2",62.6,59,2648,5.91,5.87,3.69
1.17,"Ideal","H","IF",61,53,8266,6.89,6.85,4.19
0.7,"Premium","E","SI1",59.7,60,2394,5.81,5.79,3.46
0.27,"Very Good","D","VS1",63.2,55,470,4.1,4.16,2.61
1.24,"Ideal","J","VS2",61.7,55,5412,6.91,6.96,4.28
0.71,"Ideal","G","VS1",61,56,3251,5.77,5.8,3.53
1.02,"Premium","D","SI2",59.5,62,4912,6.56,6.52,3.89
0.42,"Ideal","H","VS2",62.9,56,992,4.79,4.72,2.99
0.62,"Premium","H","IF",58.9,58,2389,5.65,5.58,3.31
0.33,"Ideal","D","VS2",62.1,54,781,4.43,4.46,2.76
1,"Good","F","SI1",64,57,4372,6.29,6.33,4.04
1.06,"Ideal","H","SI1",60.8,54,4602,6.64,6.61,4.03
0.3,"Premium","H","VVS1",62.5,59,878,4.29,4.26,2.67
0.38,"Ideal","F","VS2",62,54,796,4.64,4.69,2.89
1.25,"Ideal","I","SI2",61.4,55,5395,6.92,6.99,4.27
1.02,"Premium","F","VS2",61.8,56,6626,6.54,6.46,4.02
1.01,"Very Good","H","SI1",62.6,58,4369,6.34,6.44,4
0.53,"Ideal","E","VVS2",62,58,2230,5.16,5.2,3.21
0.71,"Ideal","D","SI2",61,56,2505,5.77,5.8,3.53
0.38,"Very Good","F","SI1",61.7,58,672,4.66,4.73,2.89
1.02,"Ideal","H","SI2",61.8,55,4284,6.51,6.47,4.01
1.2,"Very Good","F","SI2",63.2,58,4502,6.78,6.74,4.27
1.5,"Good","H","VS1",64.3,57,8736,7.12,7,4.54
0.4,"Very Good","F","VS1",61.2,58,847,4.74,4.86,2.94
0.31,"Ideal","E","VVS2",61.8,54,864,4.34,4.36,2.69
1.06,"Ideal","F","VS2",60.5,57,6399,6.6,6.58,3.99
0.75,"Premium","D","SI2",60.6,56,2337,5.94,5.9,3.59
0.32,"Premium","I","VS1",62,58,648,4.4,4.37,2.72
0.71,"Good","H","VS1",63.6,55,2315,5.58,5.65,3.57
0.33,"Very Good","G","VVS2",60.9,59,752,4.45,4.49,2.72
0.9,"Very Good","I","SI1",62.3,58,3580,6.12,6.17,3.83
0.32,"Ideal","G","IF",62.2,54,918,4.42,4.45,2.76
1.13,"Very Good","E","SI2",59.4,62,3967,6.78,6.83,4.04
0.62,"Ideal","E","SI1",61.5,57,1749,5.44,5.49,3.36
0.3,"Premium","G","VS1",62.9,60,776,4.29,4.26,2.69
0.95,"Ideal","G","SI1",60.7,56,4469,6.31,6.27,3.82
1,"Good","F","IF",63.2,63,9867,6.24,6.26,3.95
0.53,"Very Good","D","VS2",62.6,58,1682,5.14,5.18,3.23
1.26,"Ideal","D","VS2",62.5,57,8256,6.9,6.85,4.3
0.34,"Ideal","F","VVS1",62,56,967,4.45,4.49,2.77
0.76,"Ideal","H","VS2",62.7,57,2668,5.82,5.86,3.66
0.91,"Premium","F","SI2",61,51,3546,6.24,6.21,3.8
1.54,"Ideal","H","SI2",60.9,56.4,9452,7.43,7.45,4.53
0.91,"Good","J","VS1",64.2,60,3210,6.01,5.95,3.84
2.04,"Premium","H","SI1",63,58,18115,8.1,8.03,5.08
0.31,"Ideal","F","VVS1",62,54,840,4.36,4.38,2.71
1.17,"Ideal","F","SI2",62.2,55,5556,6.73,6.7,4.18
0.29,"Very Good","G","VS1",58.1,59,660,4.39,4.42,2.56
0.38,"Ideal","I","SI1",61.7,56,610,4.64,4.67,2.87
0.27,"Very Good","E","VS1",61.8,55,518,4.18,4.21,2.59
0.31,"Ideal","F","IF",62.1,54,914,4.38,4.41,2.73
1.69,"Ideal","F","SI1",63,57,13872,7.62,7.55,4.78
0.9,"Very Good","I","VS1",62.6,59,4126,6.11,6.15,3.84
0.43,"Premium","G","VS2",62.3,58,867,4.81,4.85,3.01
0.9,"Ideal","G","VS2",60.8,57,4884,6.26,6.17,3.78
0.32,"Ideal","E","VVS2",61.6,57,842,4.4,4.43,2.72
0.31,"Ideal","D","VS2",61.6,57,942,4.38,4.36,2.69
1.05,"Ideal","G","SI1",61.9,56,5361,6.51,6.55,4.04
0.31,"Premium","H","VS2",61.3,60,489,4.32,4.36,2.66
0.38,"Ideal","I","SI1",62.3,56,581,4.58,4.63,2.87
0.52,"Ideal","D","SI1",60,56,1600,5.19,5.24,3.13
0.9,"Very Good","E","VS2",62.8,57,4419,6.13,6.16,3.86
1.16,"Premium","F","SI2",61.9,59,4476,6.71,6.66,4.14
0.34,"Ideal","H","VVS1",61.8,57,775,4.44,4.46,2.75
0.3,"Ideal","E","VVS2",61.6,58,766,4.28,4.33,2.65
1.59,"Ideal","G","VVS2",62.6,55,15823,7.47,7.44,4.67
1.58,"Premium","D","SI1",60.2,58,13329,7.6,7.46,4.56
0.37,"Good","H","SI1",64,55,684,4.57,4.53,2.91
0.75,"Ideal","D","SI2",60.3,57,2726,5.85,5.89,3.54
1.14,"Premium","I","VS1",60.3,57,5148,6.83,6.81,4.11
0.3,"Very Good","H","VS1",63,59,526,4.21,4.27,2.67
0.38,"Premium","D","VS1",62.4,59,1067,4.6,4.63,2.88
1.51,"Fair","J","VS1",65.2,56,7139,7.16,7.11,4.65
1.5,"Ideal","F","VS2",60.2,55,14281,7.45,7.51,4.5
0.91,"Very Good","J","VS2",61.6,58,3112,6.23,6.28,3.85
1.01,"Ideal","H","SI1",62.6,55,4749,6.39,6.43,4.01
0.43,"Ideal","F","VVS1",62,57,1358,4.81,4.84,2.99
1.11,"Ideal","G","VS1",61.3,55,9261,6.67,6.71,4.1
0.72,"Very Good","H","VS1",60.6,63,2782,5.83,5.76,3.51
0.77,"Ideal","D","SI1",62.6,57,2949,5.81,5.92,3.67
0.9,"Good","H","VVS1",63.8,59,4763,6.13,6.09,3.9
1.08,"Ideal","H","SI1",60.5,57,6426,6.63,6.67,4.02
1.01,"Premium","D","SI1",59.2,61,5147,6.4,6.34,3.77
1.01,"Premium","J","VS2",61,61,3722,6.28,6.22,3.81
0.7,"Very Good","F","VS2",62.4,56,2473,5.63,5.66,3.52
0.33,"Very Good","D","SI1",63.1,55,728,4.4,4.38,2.77
0.57,"Premium","E","SI2",61,60,1320,5.36,5.32,3.26
0.33,"Premium","H","IF",62,58,1114,4.42,4.39,2.73
0.34,"Premium","G","VVS2",61.2,59,995,4.5,4.46,2.74
0.31,"Ideal","H","VS1",62.1,54,698,4.37,4.3,2.69
0.32,"Ideal","F","VVS2",60.4,57,829,4.46,4.47,2.7
0.3,"Premium","E","SI1",62.1,60,675,4.29,4.27,2.66
1.07,"Ideal","G","VVS2",62.8,57,8120,6.56,6.46,4.09
1.5,"Ideal","I","VS1",62,53,9618,7.4,7.35,4.57
1,"Fair","F","VS1",65,59,6115,6.19,6.14,4.01
0.7,"Premium","I","VVS1",62.9,58,2536,5.67,5.65,3.56
0.74,"Fair","H","VS1",66.3,63,2193,5.63,5.5,3.69
1.83,"Very Good","G","VS2",60.5,59,18358,7.89,7.99,4.8
0.41,"Good","E","SI1",63.6,56,705,4.7,4.73,3
1.22,"Premium","J","VS1",61.7,59,5910,6.92,6.85,4.25
0.3,"Premium","E","VS2",62.5,59,658,4.27,4.3,2.68
0.4,"Premium","F","SI1",62.8,59,945,4.72,4.71,2.96
0.33,"Ideal","H","IF",61.9,55,1114,4.44,4.42,2.74
1.18,"Very Good","I","SI2",63.5,57,4763,6.75,6.8,4.3
1.01,"Fair","F","SI2",67.3,62,3597,6.09,6.03,4.08
0.71,"Very Good","E","VS2",63.4,61,2450,5.6,5.57,3.54
0.47,"Very Good","D","SI2",61.5,55,1078,5,5.04,3.09
0.39,"Premium","E","SI1",59.1,59,860,4.81,4.76,2.83
1.53,"Ideal","G","VVS2",61.4,59,15275,7.4,7.42,4.55
0.57,"Ideal","G","VS1",62.5,54.2,1943,5.29,5.31,3.31
