"carat","cut","color","clarity","depth","table","price","x","y","z"
1.14,"Very Good","I","SI1",62.6,55,4840,6.66,6.72,4.19
1.09,"Ideal","G","VVS2",61.5,55,8057,6.66,6.61,4.08
0.6,"Ideal","E","SI2",62.5,57,1385,5.37,5.39,3.36
1.7,"Premium","H","SI2",62.1,56,7673,7.66,7.55,4.72
0.32,"Very Good","G","IF",62.9,55,872,4.37,4.4,2.75
0.3,"Premium","G","VVS1",61.3,58,737,4.29,4.33,2.64
0.9,"Premium","I","SI2",60.6,60,3001,6.23,6.28,3.79
1.01,"Very Good","G","VVS2",63,59,6843,6.34,6.41,4.01
0.36,"Ideal","D","VS2",61.8,55,800,4.58,4.61,2.84
1.51,"Premium","E","SI1",60.3,58,12336,7.47,7.43,4.49
0.28,"Ideal","G","VVS2",61.5,56,586,4.22,4.24,2.6
1.22,"Ideal","F","VVS2",62.2,54,11870,6.83,6.87,4.26
0.58,"Good","E","SI1",61,62,1844,5.36,5.33,3.26
0.44,"Good","E","SI1",63.2,53,756,4.84,4.87,3.07
0.3,"Premium","G","VVS2",62.9,58,819,4.29,4.26,2.69
1.02,"Ideal","H","SI2",61.4,58,4766,6.47,6.52,3.99
0.31,"Ideal","E","SI1",62.8,57,698,4.34,4.32,2.72
0.3,"Very Good","I","SI1",63.3,59,506,4.25,4.22,2.68
0.73,"Ideal","E","SI1",60.9,56,2361,5.84,5.79,3.54
0.3,"Ideal","E","VS2",62,55,844,4.35,4.3,2.68
1.63,"Premium","I","VS1",61.1,57,11534,7.7,7.58,4.67
1.02,"Very Good","E","I1",60.6,63,3141,6.46,6.52,3.93
0.39,"Premium","E","VS2",62.5,60,889,4.64,4.67,2.91
0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
0.8,"Ideal","E","VS2",61.4,56,3972,5.97,6.02,3.68
0.3,"Ideal","E","SI1",61.1,57,499,4.3,4.34,2.64
0.4,"Premium","E","SI1",61.7,60,882,4.72,4.68,2.9
1.14,"Ideal","F","VVS1",61.6,57,9259,6.71,6.76,4.15
0.31,"Very Good","H","VVS2",62.6,56,578,4.33,4.36,2.72
0.4,"Ideal","I","VS1",63,56,945,4.72,4.68,2.96
0.7,"Very Good","F","SI1",61.3,59,2401,5.68,5.74,3.5
1,"Premium","H","VS1",59.1,60,4732,6.45,6.42,3.8
1.51,"Premium","J","VS1",62.3,59,7848,7.31,7.34,4.56
0.73,"Premium","F","SI1",61.2,60,2599,5.78,5.73,3.52
0.57,"Good","G","VS2",64.1,55,1613,5.28,5.27,3.38
0.53,"Ideal","D","SI2",60.4,57,1412,5.3,5.26,3.19
1,"Good","G","VS2",59.9,57,5667,6.45,6.51,3.88
0.72,"Ideal","J","VS2",61.4,57,2099,5.76,5.8,3.55
0.84,"Very Good","E","SI2",62.1,58,3125,6.02,6.09,3.76
0.31,"Ideal","G","VS2",61.4,56,544,4.34,4.36,2.67
1.23,"Ideal","H","IF",61.3,57,8585,6.92,6.87,4.23
0.94,"Premium","H","VS2",60.1,59,4629,6.32,6.35,3.81
0.24,"Very Good","G","VS1",62.4,56,391,3.99,4.03,2.5
0.54,"Ideal","F","VS1",60.9,57,1866,5.26,5.21,3.19
1.19,"Premium","H","VS2",61.1,58,6944,6.83,6.78,4.16
0.26,"Very Good","F","VVS1",62,55,657,4.08,4.13,2.54
0.71,"Ideal","H","VS1",61.7,55,3229,5.73,5.75,3.54
1.98,"Ideal","I","SI1",62.6,55,14581,8.04,8.1,5.05
1.27,"Very Good","F","VVS1",62.5,56,13200,6.99,6.93,4.35
1.02,"Ideal","D","SI1",62.2,56,6340,6.43,6.47,4
1.01,"Premium","D","SI1",61.5,59,5860,6.46,6.39,3.95
0.4,"Good","I","VVS1",63.5,57,842,4.65,4.68,2.96
0.36,"Good","G","SI1",63.3,56,537,4.5,4.53,2.86
0.9,"Ideal","G","VVS1",62.9,56,6237,6.11,6.19,3.87
0.7,"Good","H","SI1",65.4,59,1840,5.46,5.52,3.59
0.3,"Very Good","G","VVS1",63.3,55,1013,4.3,4.26,2.71
0.31,"Ideal","H","VS2",63,57,628,4.34,4.32,2.73
0.31,"Premium","H","VS1",61.1,59,544,4.35,4.36,2.66
1.17,"Very Good","F","VS2",62.4,56,7432,6.71,6.76,4.2
0.36,"Ideal","F","VS1",61.5,55,803,4.57,4.61,2.82
1.06,"Very Good","H","SI2",61.7,59.5,4465,6.51,6.53,4.02
2.09,"Premium","I","SI2",60.1,59,10042,8.34,8.3,5
1.01,"Premium","F","VVS2",61.8,59,8470,6.46,6.42,3.98
1.58,"Ideal","F","SI1",61.9,55,14495,7.52,7.47,4.64
0.53,"Ideal","D","VS2",61.2,57,1956,5.26,5.2,3.2
0.53,"Premium","F","VVS2",61.4,57,2290,5.22,5.2,3.2
0.31,"Premium","G","IF",61.4,59,924,4.34,4.39,2.68
0.32,"Ideal","D","VS2",62,55,758,4.38,4.42,2.73
0.41,"Premium","E","VS2",59.8,60,935,4.83,4.87,2.9
0.32,"Good","G","VS1",60.8,62,548,4.4,4.45,2.69
1.52,"Very Good","J","SI1",59.9,57,7759,7.45,7.47,4.47
0.41,"Ideal","G","VS2",62.7,56,827,4.71,4.76,2.97
1.01,"Fair","D","SI1",62.6,57,5628,6.14,6.22,3.87
2.4,"Premium","J","SI1",59.7,58,16304,8.75,8.71,5.21
1.26,"Ideal","F","VS2",61.4,57,9236,7.02,6.96,4.29
1.07,"Ideal","G","VS2",61.4,57,7275,6.56,6.63,4.05
1.04,"Ideal","G","SI2",61.7,56,4455,6.57,6.52,4.04
0.52,"Ideal","F","VS1",62,57,1778,5.13,5.16,3.19
1.13,"Ideal","G","VS2",61.9,56,7147,6.68,6.71,4.14
0.7,"Fair","G","SI2",65.2,56,2117,5.63,5.54,3.64
1.2,"Very Good","J","VS1",59.1,61,5016,6.94,7,4.12
1.1,"Good","I","SI1",63.7,59,4497,6.56,6.5,4.16
0.3,"Ideal","E","VVS2",61.2,56,742,4.34,4.38,2.67
0.36,"Ideal","H","SI1",62.3,57,648,4.58,4.54,2.84
1.01,"Ideal","G","VS2",61.7,56,6439,6.43,6.46,3.98
0.42,"Premium","F","VS1",60.9,59,1103,4.85,4.8,2.94
1.5,"Good","F","SI2",61.2,63,9028,7.33,7.41,4.51
0.42,"Ideal","H","VVS1",61.9,54.2,1094,4.8,4.82,2.98
0.54,"Ideal","F","VVS2",61,54,2231,5.28,5.3,3.23
1.01,"Premium","G","VS2",61.6,61,5864,6.46,6.36,3.95
1,"Fair","H","VS2",64.8,55,3819,6.35,6.28,4.09
0.76,"Ideal","F","VS2",61.9,57,3648,5.83,5.86,3.62
1.09,"Ideal","E","SI2",62.7,55.9,6852,6.52,6.58,4.11
0.5,"Ideal","I","SI1",62.3,56,1076,5.04,5.08,3.15
0.42,"Ideal","F","VS1",60.6,56,921,4.83,4.87,2.94
2.01,"Ideal","I","SI2",62.1,55,12349,8.12,8.08,5.03
1.64,"Premium","F","SI1",62.8,59,12670,7.53,7.51,4.72
1,"Good","H","SI1",62.7,60,4389,6.24,6.3,3.93
0.33,"Ideal","E","VVS1",60.9,56,1052,4.48,4.46,2.72
1.51,"Premium","E","SI2",59.3,61,8135,7.57,7.51,4.47
0.6,"Ideal","D","SI1",61.1,57,1774,5.39,5.51,3.33
0.58,"Ideal","D","VS2",61.2,54,1889,5.4,5.42,3.31
1.58,"Ideal","H","SI1",61.4,56,10738,7.53,7.46,4.6
0.8,"Good","E","SI2",61.4,59,2542,5.94,6.01,3.67
1,"Premium","H","SI2",61.3,58,3920,6.45,6.41,3.94
0.28,"Very Good","G","VVS2",61.1,56,522,4.25,4.27,2.6
1.11,"Ideal","G","IF",61.9,55,9931,6.64,6.68,4.12
0.91,"Premium","H","VVS1",62.5,59,5032,6.16,6.19,3.86
1.01,"Very Good","F","SI2",62.4,58,4187,6.37,6.42,3.99
0.34,"Premium","H","VS1",60.6,60,765,4.49,4.45,2.71
0.36,"Ideal","J","VS1",61.7,53.7,513,4.58,4.62,2.84
0.44,"Premium","F","SI2",62.8,60,832,4.86,4.82,3.04
0.82,"Ideal","H","SI1",62.4,56,2617,6.05,6,3.76
0.41,"Ideal","D","VS2",62.4,54,1076,4.78,4.74,2.97
1.01,"Good","E","SI1",64,60,5823,6.38,6.28,4.05
1.53,"Ideal","I","SI2",61.3,59,8062,7.42,7.39,4.54
0.32,"Premium","G","VS2",61.2,59,561,4.38,4.41,2.69
0.41,"Good","G","I1",63.8,56,467,4.7,4.74,3.01
1.69,"Premium","F","SI2",62.4,58,9275,7.65,7.57,4.75
1.02,"Ideal","G","SI2",62.6,58,4363,6.42,6.4,4.01
0.7,"Ideal","D","VVS2",61.4,56,5539,5.72,5.75,3.53
1.27,"Premium","D","SI2",58.9,59,5618,7.14,7.02,4.17
1.01,"Premium","G","VVS2",60.9,59,6843,6.54,6.59,4
1.01,"Premium","F","SI1",62.5,58,4899,6.39,6.42,4
0.31,"Good","E","SI1",63.1,57,544,4.3,4.35,2.73
1.01,"Very Good","I","SI1",63.3,59,2730,6.26,6.22,3.95
0.59,"Premium","I","IF",61.2,58,1866,5.38,5.41,3.3
0.57,"Ideal","E","VS2",61.8,55,1949,5.38,5.34,3.31
0.7,"Very Good","E","VS1",62,60,3109,5.61,5.64,3.49
2.63,"Very Good","J","I1",62.3,61,10437,8.76,8.81,5.47
1.02,"Premium","E","SI2",58.7,58,4990,6.68,6.61,3.9
0.83,"Ideal","H","VS2",61.3,54,3027,6.06,6.1,3.73
0.27,"Very Good","D","VS1",59.9,58,470,4.17,4.24,2.52
2.02,"Premium","I","SI2",61.2,58,13117,8.11,8.04,4.94
0.23,"Very Good","D","VS1",61.8,57,357,3.9,3.93,2.42
0.84,"Ideal","G","SI2",61,56,2879,6.13,6.1,3.73
2.07,"Premium","I","SI1",62.9,59,16392,8.15,8.09,5.11
0.7,"Ideal","G","SI1",61.9,56,2414,5.66,5.71,3.52
2.1,"Ideal","G","SI2",61.3,55,18312,8.19,8.25,5.04
0.3,"Ideal","E","VS2",62.6,54,658,4.28,4.31,2.69
0.39,"Very Good","F","VVS2",63.5,58,1058,4.65,4.61,2.94
0.56,"Ideal","D","SI1",61.4,57,1723,5.31,5.34,3.27
1.2,"Very Good","G","VS2",63.1,57,8032,6.74,6.69,4.24
0.7,"Ideal","H","VVS2",60.9,56,3325,5.76,5.79,3.52
0.31,"Premium","F","SI1",60.7,58,663,4.38,4.35,2.65
0.37,"Ideal","E","VS2",61.5,56,1041,4.62,4.59,2.83
0.43,"Ideal","G","IF",61.3,55,1683,4.86,4.89,2.99
0.7,"Very Good","H","SI1",60.4,61,2296,5.68,5.77,3.46
1.14,"Ideal","F","VS1",61.7,55,9074,6.68,6.71,4.13
0.34,"Ideal","F","SI2",60.1,56,574,4.55,4.54,2.73
0.31,"Ideal","H","VVS2",62.3,54,630,4.36,4.38,2.72
0.31,"Ideal","H","SI1",61.1,57,464,4.38,4.42,2.69
0.71,"Premium","I","VS1",61.8,58,2306,5.72,5.76,3.55
0.42,"Ideal","E","VS2",62.2,55,1024,4.83,4.79,2.99
0.3,"Ideal","G","IF",62.1,55,863,4.32,4.34,2.69
0.41,"Good","F","SI1",63.4,57,705,4.73,4.74,3
0.9,"Very Good","F","SI1",63.4,58,3950,6.09,6.12,3.87
0.9,"Very Good","G","VS2",58.5,59,4484,6.35,6.36,3.72
0.5,"Premium","D","SI1",61.4,59,1363,5.12,5.08,3.13
0.32,"Ideal","I","VS1",62.3,57,648,4.42,4.37,2.74
0.56,"Premium","E","VS1",62.6,58,1930,5.23,5.28,3.29
0.54,"Very Good","D","VS1",63,54,2016,5.19,5.23,3.28
0.49,"Very Good","G","IF",59.7,56,1865,5.16,5.19,3.09
0.9,"Fair","I","VS1",65.2,60,3387,6,5.96,3.9
0.58,"Ideal","F","VS1",60.3,57,2227,5.47,5.44,3.29
1.2,"Very Good","G","SI1",62.8,57,6526,6.68,6.73,4.21
1.01,"Premium","H","SI1",62.3,61,4513,6.39,6.32,3.96
1.05,"Very Good","E","SI1",59.7,57,6224,6.63,6.71,3.98
1,"Fair","E","SI2",64.6,60,4077,6.23,6.18,4.01
0.9,"Good","I","VS2",63.7,61,3303,6.06,6.1,3.87
2.01,"Very Good","J","SI2",63.4,59,11660,7.99,7.95,5.05
1.63,"Ideal","E","SI1",60.5,59,14022,7.66,7.62,4.62
1.08,"Premium","G","SI2",63,54,4124,6.58,6.54,4.13
0.5,"Good","D","SI1",63.9,56,1257,5.02,4.93,3.18
0.3,"Ideal","H","VVS2",61.1,55,776,4.36,4.32,2.65
0.91,"Fair","E","VVS2",63.1,55,5430,6.13,6,3.83
1.6,"Ideal","I","SI1",62,55,9376,7.53,7.59,4.69
0.35,"Ideal","D","SI1",62.3,55,644,4.51,4.54,2.82
0.73,"Premium","G","SI1",62.8,59,2351,5.76,5.68,3.59
1.02,"Premium","F","SI2",61.5,58,4459,6.42,6.49,3.97
1.1,"Ideal","H","VS1",61.4,57,6470,6.65,6.64,4.08
1.22,"Premium","E","SI2",61.5,58,6121,6.86,6.84,4.21
1.02,"Very Good","G","SI1",61.3,56,5291,6.43,6.53,3.97
0.33,"Ideal","E","VVS1",61.7,56,1052,4.48,4.46,2.76
0.32,"Premium","F","VS2",59.5,61,828,4.46,4.42,2.64
0.3,"Very Good","H","VS2",63,59,473,4.25,4.29,2.69
1.01,"Very Good","F","VS2",63.1,58,6787,6.4,6.35,4.02
0.33,"Ideal","G","VS2",61.2,55,743,4.49,4.46,2.74
0.5,"Premium","G","VVS2",61.6,60,1935,5.13,5.1,3.15
0.72,"Ideal","E","SI1",59.8,57,2265,5.86,5.91,3.52
0.52,"Ideal","J","IF",62.1,56,1385,5.18,5.12,3.2
0.42,"Premium","H","VVS1",62,58,1068,4.79,4.82,2.98
1.22,"Premium","J","SI2",62.6,59,3156,6.79,4.24,3.76
1.01,"Ideal","G","SI1",61.5,56,4129,6.52,6.46,3.99
1.05,"Ideal","G","IF",62.5,56,9012,6.52,6.48,4.06
0.42,"Ideal","H","VVS1",62.8,57,1108,4.79,4.79,3.01
0.36,"Premium","E","SI2",62.6,57,648,4.54,4.5,2.83
2.09,"Premium","F","SI2",61.3,59,12377,8.19,8.15,5.01
0.3,"Ideal","G","VVS1",62.6,54,789,4.31,4.32,2.7
0.5,"Very Good","F","VS2",63,58,1436,5.05,5.08,3.19
1.14,"Very Good","F","VS2",58.3,60,7293,6.87,6.91,4.02
0.42,"Very Good","D","SI1",63,55,756,4.76,4.79,3.01
0.57,"Ideal","I","IF",61,55,1779,5.38,5.41,3.29
0.72,"Ideal","I","VS2",61.8,55,2918,5.75,5.79,3.56
0.31,"Ideal","E","VS2",60.9,57,872,4.36,4.34,2.65
0.59,"Ideal","D","SI1",62.1,56,1684,5.36,5.4,3.34
0.5,"Very Good","D","VS1",62,56,1750,5.09,5.11,3.16
2.01,"Premium","I","SI1",62.4,61,15528,8.01,7.99,4.99
0.7,"Very Good","I","VVS1",61.2,58,2513,5.65,5.72,3.48
0.9,"Fair","G","SI1",65.4,57,3145,6.04,5.95,3.92
0.53,"Very Good","G","VS2",60.1,59,1449,5.22,5.26,3.15
0.7,"Ideal","D","VS1",61.4,57,4323,5.71,5.76,3.52
0.24,"Ideal","J","VVS2",62.8,57,432,3.96,3.94,2.48
1.19,"Premium","I","SI1",62.1,59,5664,6.84,6.78,4.23
0.35,"Premium","H","VS1",61.7,59,788,4.53,4.51,2.79
1.02,"Very Good","E","VS2",63.3,57,6582,6.37,6.43,4.05
1.05,"Ideal","F","VVS2",61.6,56,9483,6.55,6.53,4.03
0.35,"Ideal","E","SI1",62.3,56,788,4.56,4.53,2.83
0.31,"Premium","G","VVS2",62.2,59,707,4.32,4.36,2.7
1.25,"Very Good","G","VS2",63.5,60,8575,6.74,6.64,4.25
0.83,"Ideal","J","VS2",62.3,55,2742,6.01,6.03,3.75
1.04,"Very Good","E","SI2",60.9,59,4486,6.58,6.62,4.02
1,"Very Good","E","VS2",62.8,57,6600,6.34,6.37,3.99
0.76,"Premium","H","VVS2",59.6,57,2792,5.91,5.86,3.51
0.23,"Ideal","G","VS1",61.6,55,384,3.96,3.99,2.45
0.91,"Premium","G","SI2",60.4,61,3376,6.28,6.21,3.77
0.9,"Very Good","F","SI2",62.8,54,3217,6.05,6.15,3.83
1.11,"Premium","I","VS2",63,53,4744,6.64,6.59,4.17
0.3,"Premium","D","SI1",62.6,59,552,4.23,4.27,2.66
0.83,"Premium","F","VS2",61.9,58,3408,6.05,6.01,3.73
2.08,"Premium","H","SI2",60,60,11851,8.31,8.28,4.98
0.64,"Ideal","I","IF",62,54,1991,5.53,5.56,3.44
0.24,"Very Good","F","VS2",59.6,58,419,4.08,4.11,2.44
0.23,"Good","F","VVS2",62.3,61,425,3.93,3.94,2.45
0.51,"Premium","F","VVS2",60.5,59,2093,5.15,5.17,3.12
0.89,"Fair","G","SI2",58.9,66,2579,6.26,6.16,3.66
1.08,"Premium","G","VS2",59.4,59,6532,6.75,6.68,3.99
0.74,"Ideal","I","VS2",61.9,57,2374,5.83,5.81,3.6
1.22,"Ideal","H","VS2",60.4,57,7506,6.95,6.98,4.21
1.38,"Very Good","H","SI1",63.2,56,7836,7.08,7.03,4.46
0.94,"Premium","E","SI2",60.4,59,3758,6.37,6.34,3.84
2,"Premium","G","SI1",59,62,14918,6.16,6.15,4.82
0.55,"Premium","E","VS2",61.5,56,1881,5.28,5.25,3.24
1.01,"Ideal","J","VS2",61.3,56,4617,6.46,6.5,3.97
0.43,"Good","F","SI1",63.8,57,739,4.8,4.82,3.07
0.3,"Very Good","E","VS1",61.7,56,755,4.3,4.33,2.66
0.31,"Very Good","G","VS1",62.2,56,625,4.32,4.36,2.7
1.52,"Premium","G","VVS2",62.1,58,14105,7.4,7.31,4.57
0.94,"Premium","F","SI1",59.8,61,4748,6.39,6.35,3.81
0.3,"Ideal","D","SI1",61.9,56,552,4.28,4.31,2.66
0.34,"Ideal","E","SI2",61.4,55,454,4.5,4.52,2.77
1.33,"Ideal","F","IF",60.2,57,18435,7.12,7.17,4.3
0.42,"Very Good","D","VVS1",61.4,55,1197,4.82,4.86,2.97
1.39,"Very Good","E","VS1",60.9,61,12614,7.15,7.19,4.37
1.51,"Good","H","VVS2",63.1,59,11826,7.26,7.28,4.59
1.05,"Ideal","H","SI1",62.5,56,4937,6.43,6.52,4.05
0.34,"Very Good","H","VVS2",63.1,57,674,4.41,4.49,2.81
0.74,"Very Good","H","VVS1",62.4,57,3061,5.76,5.81,3.61
0.75,"Good","E","VS1",63.1,55,3231,5.8,5.83,3.67
0.54,"Ideal","D","VS2",61.1,57,1993,5.29,5.19,3.2
0.42,"Premium","I","SI1",62.6,58,626,4.76,4.8,2.99
0.9,"Premium","G","SI1",62.9,58,3774,6.11,6.02,3.82
1.06,"Premium","H","SI1",61.6,59,4785,6.54,6.55,4.03
0.3,"Ideal","E","VVS2",62.3,57,766,4.29,4.31,2.68
0.4,"Good","H","VS2",59.4,64,945,4.82,4.75,2.84
0.58,"Premium","G","VVS2",61.4,61,1975,5.43,5.38,3.32
0.51,"Premium","G","VS1",62.3,58,1781,5.13,5.08,3.18
0.41,"Very Good","G","VS2",59.8,61,827,4.78,4.82,2.87
1.5,"Good","G","VS1",63.8,58,13720,7.21,7.12,4.57
1.17,"Ideal","F","SI1",63,54,5032,6.71,6.66,4.21
0.42,"Premium","D","SI1",61.1,60,1040,4.83,4.79,2.94
1.21,"Good","E","SI1",64.2,58,6708,6.65,6.59,4.25
0.71,"Very Good","F","I1",63.2,55,1448,5.64,5.57,3.54
2.06,"Premium","I","SI2",62.2,60,11190,8.14,8.1,5.05
2.02,"Very Good","D","SI2",62.3,56,17263,7.99,8.06,5
0.42,"Premium","E","SI1",62.7,57,992,4.83,4.77,3.01
0.4,"Very Good","J","VS1",63.5,56,756,4.7,4.69,2.98
1.53,"Ideal","E","SI2",61.2,57,10339,7.42,7.46,4.55
1.01,"Ideal","G","SI2",59.6,57,4327,6.59,6.54,3.91
0.9,"Good","F","SI1",63.1,57,3724,6.12,6.15,3.87
0.7,"Ideal","F","VS2",62.7,55,3011,5.66,5.69,3.56
1.02,"Very Good","G","VS2",60.5,60,6906,6.53,6.49,3.94
0.31,"Very Good","F","SI1",63.1,57,663,4.31,4.28,2.71
1.11,"Ideal","F","VS2",61.7,55,7473,6.65,6.67,4.11
1.04,"Very Good","J","SI2",62.8,57,3459,6.44,6.5,4.06
0.31,"Ideal","F","VS2",62.4,56,802,4.34,4.31,2.7
0.32,"Very Good","D","VS2",62.5,57,758,4.34,4.39,2.73
1.3,"Premium","F","SI1",61.1,53,8256,7.17,7.04,4.34
1,"Premium","G","VS2",62.9,56,6209,6.42,6.34,4.01
1.04,"Ideal","E","SI1",62.4,57,5528,6.48,6.53,4.06
0.35,"Ideal","D","SI1",61.5,56,780,4.54,4.57,2.8
0.36,"Premium","G","SI2",61.9,56,608,4.59,4.55,2.83
0.37,"Ideal","E","VS1",61.6,54.7,886,4.61,4.63,2.85
0.72,"Ideal","D","SI2",61.8,56,2618,5.75,5.78,3.56
0.57,"Ideal","I","VS1",61,56,1665,5.37,5.41,3.29
2.01,"Good","G","SI1",60.3,60,18625,8.07,8.18,4.9
0.34,"Good","F","SI2",63.9,56,536,4.43,4.4,2.82
2.01,"Premium","I","SI2",59.2,60,13574,8.31,8.27,4.91
0.31,"Ideal","H","VS2",61.4,56,507,4.38,4.42,2.7
0.36,"Premium","E","VS2",61.3,60,1013,4.59,4.54,2.8
0.7,"Very Good","H","VS2",62.1,55,2106,5.66,5.71,3.53
1.05,"Ideal","I","SI2",61.8,59,4723,6.53,6.49,4.02
0.9,"Premium","G","SI2",58.3,60,3377,6.39,6.33,3.71
